,Internal ID,ID,Name,Duplicate,Category,Company Name,Is Individual,Sales Rep,Status,Territory,Lead Source,Partner,Start Date,End Date,Reminder Days,Date Created,Last Modified,Primary Contact,Phone,Email,Fax,Alt. Contact,Office Phone,Comments,Billing Address 1,Billing Address 2,Billing City,Billing State/Province,Billing Zip,Billing Country,Shipping Address,Billing Address,Account,Login Access,Terms,Price Level,Taxable,Tax Item,Resale Number,Balance,Unbilled Orders,Credit Limit,Overdue Balance,Days Overdue,On Credit Hold,Override Credit Hold Off,First Name,Last Name,Date of First Sale,Prospect Date,Reminder Days,County,Shipping Item
1382,2234,1410,Martha Caraway,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/28/11 14:10,9/28/11 14:10,,423-619-7543,,,,,,250 Country Man Lane,,Spring City,TN,37381,United States,Martha Caraway 250 Country Man Lane Spring City TN 37381,Martha Caraway 250 Country Man Lane Spring City TN 37381,,No,,,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Martha,Caraway,10/14/11, ,,,Delivered by Bo Hughes
1383,2235,1411,Stephanie Hill,,Patient,,Yes,Siskin,CUSTOMER-Closed Won,,,,,,,9/28/11 14:47,9/28/11 15:13,,931-967-2364,,,,,,2862 Old Tullahoma Rd,,Winchester,TN,37398,United States,Siskin Rehab/ Kathy Clark Stephanie Hill 1 Siskin Plaza Chattanooga TN 37403,Stephanie  Hill 2862 Old Tullahoma Rd Winchester TN 37398,,No,,,Yes,,,0,0,,0,,No,No,Stephanie,Hill,9/28/11, ,,,
1384,2236,1412,Geneal Lewis,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/28/11 17:06,9/28/11 17:06,,423-596-1692,,,,,,3271 Geneal Lane,,Chattanooga,TN,37406,United States,Geneal Lewis 3271 Geneal Lane Chattanooga TN 37406,Geneal Lewis 3271 Geneal Lane Chattanooga TN 37406,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Geneal,Lewis,9/29/11, ,,,
1385,2237,1413,Teresa Holland,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/28/11 17:11,9/28/11 17:11,,423-554-5150,,,,423-554-5150,,492 Sutherland Rd,,Dunlap,TN,37327,United States,Teresa Holland 492 Sutherland Rd Dunlap TN 37327,Teresa Holland 492 Sutherland Rd Dunlap TN 37327,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,350,0,,350,166,Yes,No,Teresa,Holland,9/29/11, ,,,
1386,2240,1414,Betty Robinson,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/29/11 13:08,9/29/11 13:23,,770-452-0420,,,,,,1396 Bubbling Creek Road,,Atlanta,GA,30319,United States,Bill Patella Betty Robinson 12 Ancient Oaks Dr Marietta GA 30067,Betty Robinson 1396 Bubbling Creek Road Atlanta GA 30319,,No,,,Yes,,,0,0,,0,,No,No,Betty,Robinson,9/29/11, ,,,Delivered by Bill Patella
1387,2243,1417,Michele Harris,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/30/11 12:18,11/3/11 13:38,,423-316-8484,,,,,,169 Austin Circle,,Rossville,GA,30741,United States,Michele Harris 169 Austin Circle Rossville GA 30741,Michele Harris 169 Austin Circle Rossville GA 30741,,No,Net 30,Retail Price,Yes,,,377.22,0,,377.22,160,Yes,No,Michele,Harris,10/5/11, ,,,
1388,2244,1418,Amy D Peru,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/30/11 12:29,9/30/11 12:30,,423-903-0110,,,,,,612 Coffman Springs Rd,,La Fayette,GA,30728,United States,Hutcheson Medical Center Amy D Peru 100 Gross Crescent Dr Fort Oglethorpe GA 30742,Amy D Peru 612 Coffman Springs Rd La Fayette GA 30728,,No,Net 30,Retail Price,Yes,,,0,0,,0,,No,No,Amy,Peru,, ,,,
1389,2248,1422,James E Reed,,Patient,,Yes,Siskin,CUSTOMER-Closed Won,,,,,,,10/3/11 10:45,10/3/11 11:05,,423-228-3116,,,,,,103 Kimball Cove Rd,,Jasper,TN,37347,United States,Siskin Rehab/ Kathy Clark James E Reed 1 Siskin Plaza Chattanooga TN 37403,James  E Reed 103 Kimball Cove Rd Jasper TN 37347,,No,,,Yes,,,664.5,0,,664.5,140,Yes,No,James,Reed,10/25/11, ,,,
1390,2249,1423,Anthony Griggs,,Patient,,Yes,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,10/3/11 15:08,10/3/11 15:08,,615-480-7933,,,,,,541 Bradford Dr,,Gallatin,TN,37066,United States,,Anthony Griggs 541 Bradford Dr Gallatin TN 37066,,No,Net 30,List Price,Yes,TN_HAMILTON CO,,152.65,0,,152.65,123,Yes,No,Anthony,Griggs,11/11/11, ,,,
1391,2250,1424,Travis Prater,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/3/11 17:25,10/3/11 17:25,,706-820-6034,,,,,,59 Vinita Trail,,Flintstone,GA,30725,United States,Travis Prater 59 Vinita Trail Flintstone GA 30725,Travis Prater 59 Vinita Trail Flintstone GA 30725,,No,Net 30,Retail Price,Yes,,,0,0,,0,,No,No,Travis,Prater,12/21/11, ,,,
1392,2251,1425,Lorene L Bowman,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/3/11 17:34,10/3/11 17:34,,706-866-4448,,,,,,1 Edgewood Cir,,Fort Oglethorpe,GA,30742,United States,Lorene L Bowman 1 Edgewood Cir Fort Oglethorpe GA 30742,Lorene L Bowman 1 Edgewood Cir Fort Oglethorpe GA 30742,,No,Net 30,Retail Price,Yes,,,0,933,,0,,No,No,Lorene,Bowman,, ,,,
1393,2254,1428,Mary Lankford,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/4/11 15:07,10/4/11 15:07,,423-883-7452,,,,,,1813 Farris Road,,Chattanooga,TN,37421,United States,Mary Lankford 1813 Farris Road Chattanooga TN 37421,Mary Lankford 1813 Farris Road Chattanooga TN 37421,,No,,,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Mary,Lankford,11/23/11, ,,,Delivered by Bo Hughes
1394,2255,1429,Margaret E Fisher,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/4/11 15:15,10/4/11 15:15,,423-775-8122,,,,,,239 Cranfill Road,,Dayton,TN,37321,United States,Margaret E Fisher 239 Cranfill Road Dayton TN 37321,Margaret E Fisher 239 Cranfill Road Dayton TN 37321,,No,,,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Margaret,Fisher,10/7/11, ,,,Delivered by Bo Hughes
1395,2256,1430,Jeanna Murphy,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/4/11 15:55,10/4/11 15:55,,731-468-9736,,,,,,155 Godwin Lane,,Savannah,TN,38372,United States,,Jeanna Murphy 155 Godwin Lane Savannah TN 38372,,No,Net 30,List Price,Yes,,,0,0,,0,,No,No,Jeanna,Murphy,11/30/11, ,,,
1396,2260,1432,Sharon Fitzgerald,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/5/11 15:27,10/5/11 15:27,,423-954-3234,,,,,,4715 Bonny Oaks Dr,,Chattanooga,TN,37416,United States,Sharon Fitzgerald 4715 Bonny Oaks Dr Chattanooga TN 37416,Sharon Fitzgerald 4715 Bonny Oaks Dr Chattanooga TN 37416,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,74.75,0,,74.75,160,Yes,No,Sharon,Fitzgerald,10/5/11, ,,,
1397,2261,1433,Betttie Conley,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/5/11 15:32,10/5/11 15:32,,423-899-0687,,,,423-596-8524,,6932 Robinson Drive,,Chattanooga,TN,37421,United States,Betttie Conley 6932 Robinson Drive Chattanooga TN 37421,Betttie Conley 6932 Robinson Drive Chattanooga TN 37421,,No,,,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Betttie,Conley,, ,,,Delivered by Bo Hughes
1398,2262,1434,Peggy J Shubert,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/5/11 15:48,10/5/11 15:48,,865-988-3651,,,,,,434 Church Drive,,Lenoir City,TN,37771,United States,Peggy J Shubert 434 Church Drive Lenoir City TN 37771,Peggy J Shubert 434 Church Drive Lenoir City TN 37771,,No,,,Yes,TN_HAMILTON CO,,156.72,0,,156.72,160,Yes,No,Peggy,Shubert,10/5/11, ,,,Delivered by Bo Hughes
1399,2263,1435,Beverly J Smith,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/5/11 16:17,10/5/11 16:17,,423-894-0344,,,,,,730 Frawley Rd,,Chattanooga,TN,37412,United States,Beverly J Smith 730 Frawley Rd Chattanooga TN 37412,Beverly J Smith 730 Frawley Rd Chattanooga TN 37412,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Beverly,Smith,10/5/11, ,,,
1400,2264,1436,Anthony Moon,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/6/11 9:06,10/6/11 9:06,,423-544-1964,,,,,,760 Bicentinial Trail,,Rock Spring,GA,30739,United States,,Anthony Moon 760 Bicentinial Trail Rock Spring GA 30739,,No,,,Yes,,,0,0,,0,,No,No,Anthony,Moon,10/6/11, ,,,
1401,2267,1438,Nancy McClendon,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/6/11 11:40,10/6/11 11:40,,423-265-8702,,,,,,536 Runyan Dr.,,Chattanooga,TN,37405,United States,,Nancy  McClendon 536 Runyan Dr. Chattanooga TN 37405,,No,,,Yes,,,0,0,,0,,No,No,Nancy,McClendon,10/6/11, ,,,
1402,2268,1439,Robert Powell,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/6/11 14:28,3/1/12 14:37,,423-479-8270,,,,,,178 Powell Drive SW,,Cleveland,TN,37311,United States,,Robert  Powell 178 Powell Drive SW Cleveland TN 37311,,No,,,Yes,,,-59.95,0,,0,,No,No,Robert,Powell,, ,,,
1403,2269,1440,Tina L Swann,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/6/11 14:45,10/6/11 14:45,,423-802-6613,,,,,,310 Lisbon Road,,Chickamauga,GA,30707,United States,Tina L Swann 310 Lisbon Road Chickamauga GA 30707,Tina L Swann 310 Lisbon Road Chickamauga GA 30707,,No,,,Yes,,,0,0,,0,,No,No,Tina,Swann,10/10/11, ,,,Delivered by Bo Hughes
1404,2270,1441,Corrine L Hoff,,Patient,,Yes,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,10/6/11 15:48,10/6/11 15:49,,865-567-0568,,,,,,350 Stones River Cove,,Nashville,TN,37214,United States,,Corrine L Hoff 350 Stones River Cove Nashville TN 37214,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Corrine,Hoff,11/18/11, ,,,
1405,2272,1442,Clarcie Daniels,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/6/11 17:09,10/6/11 17:09,,423-855-0394,,,,,,9409 Sheri Beth Circle,,Ooltewah,TN,37363,United States,Clarcie Daniels 9409 Sheri Beth Circle Ooltewah TN 37363,Clarcie Daniels 9409 Sheri Beth Circle Ooltewah TN 37363,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Clarcie,Daniels,10/10/11, ,,,
1406,2274,1443,Amy Amsberry,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/6/11 17:41,10/6/11 17:41,,239-443-6329,,,,,,816 Holly Ridge,,Canton,GA,30115,United States,Amy Amsberry 816 Holly Ridge  Canton GA 30115,Amy Amsberry 816 Holly Ridge  Canton GA 30115,,No,Net 30,Retail Price,Yes,,,214.55,0,,214.55,151,Yes,No,Amy,Amsberry,10/14/11, ,,,
1407,2275,1444,Anelia K Biggers,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/7/11 11:47,10/12/11 13:31,,423-298-2728,,,,,,4129 East Freedom Circle,,Ooltewah,TN,37363,United States,Anelia Biggers 4129 East Freedom Circle Ooltewah TN 37363,Anelia Biggers 4129 East Freedom Circle Ooltewah TN 37363,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Anelia,Biggers,10/7/11, ,,,
1408,2276,1445,Gregory Renfroe,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/7/11 14:50,10/10/11 11:39,,706-764-2267,,,,,,5535 Highway 27 North,,La Fayette,GA,30728,United States,Gregory Renfroe 5535 Highway 27 North La Fayette GA 30728,Gregory Renfroe 5535 Highway 27 North La Fayette GA 30728,,No,Net 30,Retail Price,Yes,,,0,0,,0,,No,No,Gregory,Renfroe,10/10/11, ,,,
1409,2277,1446,Patricia A Byrd,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/10/11 10:15,10/10/11 10:15,,706-638-2251,,,,,,707 Meadow St,,La Fayette,GA,30728,United States,,Patricia A Byrd 707 Meadow St La Fayette GA 30728,,No,Net 30,Retail Price,Yes,,,0,0,,88.83,155,Yes,No,Patricia,Byrd,10/10/11, ,,,
1410,2279,1447,Java Stanley,,Patient,,Yes,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,10/10/11 15:50,10/10/11 15:50,,731-925-1746,,,,,,1635 Choates Creek Rd,,Savannah,TN,38372,United States,,Java Stanley 1635 Choates Creek Rd Savannah TN 38372,,No,Net 30,List Price,Yes,TN_HAMILTON CO,,97,0,,97,123,Yes,No,Java,Stanley,11/11/11, ,,,
1411,2280,1448,Howard E Higgins,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/10/11 17:18,10/10/11 17:18,,423-899-6670,,,,,,8261 Chula Creek,,Chattanooga,TN,37421,United States,Howard E Higgins 8261 Chula Creek Chattanooga TN 37421,Howard E Higgins 8261 Chula Creek Chattanooga TN 37421,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Howard,Higgins,10/12/11, ,,,
1412,2281,1449,Judy Weathers,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/11/11 11:49,10/11/11 11:51,,706-858-6870,,,,,,247 Shady Brook Lane,,Ringgold,GA,30736,United States,Siskin Rehab/ Kathy Clark Judy Weathers 1 Siskin Plaza Chattanooga TN 37403,Judy Weathers 247 Shady Brook Lane Ringgold GA 30736,,No,,,Yes,,,0,0,,0,,No,No,Judy,Weathers,10/24/11, ,,,
1413,2282,1450,Jeffrey Long,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/11/11 11:54,10/11/11 11:54,,423-336-2683,,,,,,135 Highland Avenue,,Calhoun,TN,37309,United States,Jeffrey Long 135 Highland Avenue Calhoun TN 37309,Jeffrey Long 135 Highland Avenue Calhoun TN 37309,,No,,,Yes,TN_HAMILTON CO,,102.7,0,,102.7,153,Yes,No,Jeffrey,Long,10/12/11, ,,,Delivered by Bo Hughes
1414,2283,1451,Patricia A Guffey,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/11/11 15:59,10/11/11 15:59,,423-595-4222,,,,,,1514 McDonald Rd,,Chattanooga,TN,37412,United States,Patricia A Guffey 1514 McDonald Rd Chattanooga TN 37412,Patricia A Guffey 1514 McDonald Rd Chattanooga TN 37412,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Patricia,Guffey,10/19/11, ,,,
1415,2284,1452,Marlene Budd,,Patient,,Yes,"Patella, William J",CUSTOMER-Closed Won,,,,,,,10/12/11 11:51,3/1/12 11:45,,770-475-7226,,,,,,249 Antioch Rd,,Canton,GA,30115,United States,Marlene Budd 249 Antioch Rd Canton GA 30115,Marlene Budd 249 Antioch Rd Canton GA 30115,,No,Net 30,List Price,Yes,,,0,0,,0,,No,No,Marlene,Budd,10/12/11, ,,,
1416,2285,1453,Cathy Salveson,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/12/11 12:10,10/12/11 12:10,,928-785-6170,,,,,,4551 Sweet Berry Lane,,Ooltewah,TN,37363,United States,Cathy Salveson 4551 Sweet Berry Lane Ooltewah TN 37363,Cathy Salveson 4551 Sweet Berry Lane Ooltewah TN 37363,,No,,,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Cathy,Salveson,10/12/11, ,,,Delivered by Bo Hughes
1417,2287,1455,Valerie Nichols,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/12/11 15:31,10/12/11 15:31,,423-531-1555,,,,,,808 Sylvan Drive,,Chattanooga,TN,37411,United States,Valerie Nichols 808 Sylvan Drive Chattanooga TN 37411,Valerie Nichols 808 Sylvan Drive Chattanooga TN 37411,,No,,,Yes,TN_HAMILTON CO,,129,0,,129,144,Yes,No,Valerie,Nichols,10/21/11, ,,,Delivered by Bo Hughes
1418,2288,1456,Peggie Harris,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/12/11 16:28,10/12/11 16:28,,706-937-3652,,,,,,714 Castleview Dr,,Ringgold,GA,30736,United States,,Peggie Harris 714 Castleview Dr Ringgold GA 30736,,No,Net 30,Retail Price,Yes,,,0,0,,0,,No,No,Peggie,Harris,10/19/11, ,,,
1419,2289,1457,Coretta Bowman,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/12/11 16:43,10/12/11 16:43,,,,,,,,3422 Lisa Dr Apt A,,Chattanooga,TN,37412,United States,Coretta Bowman 3422 Lisa Dr Apt A Chattanooga TN 37412,Coretta Bowman 3422 Lisa Dr Apt A Chattanooga TN 37412,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Coretta,Bowman,10/19/11, ,,,
1420,2294,1459,Sara Wilkins,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/13/11 15:53,10/13/11 15:53,,423-920-0388,,,,,,605 Raven Cove,,Athens,TN,37303,United States,,Sara Wilkins 605 Raven Cove Athens TN 37303,,No,,,Yes,,,0,0,,0,,No,No,Sara,Wilkins,10/24/11, 
1421,2295,1460,Mandy Phillips,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/13/11 16:44,10/13/11 16:44,,,,,,,,9545 Standifer Gap Rd,,Ooltewah,TN,37363,United States,Mandy Phillips 9545 Standifer Gap Rd Ooltewah TN 37363,Mandy Phillips 9545 Standifer Gap Rd Ooltewah TN 37363,,No,Net 30,List Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Mandy,Phillips,10/13/11, 
1422,2297,1461,Bradley C Phillips,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/13/11 17:18,10/13/11 17:18,,706-212-1657,,,,,,1120 Taylor Broome Rd,,Chickamauga,GA,30707,United States,Bradley C Phillips 1120 Taylor Broome Rd Chickamauga GA 30707,Bradley C Phillips 1120 Taylor Broome Rd Chickamauga GA 30707,,No,Net 30,Retail Price,Yes,,,0,0,,0,,No,No,Bradley,Phillips,10/13/11, 
1423,2298,1462,Rachel Bowman,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/14/11 10:15,10/14/11 11:50,,423-624-2323,,,,,,915 Donaldson,,Chattanooga,TN,37411,United States,Rachel Bowman,Rachel Bowman 915 Donaldson Chattanooga TN 37411,,No,,,Yes,,,0,0,,0,,No,No,Rachel,Bowman,11/8/11, 
1424,2299,1463,Henry Kincherlow,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/14/11 11:30,10/14/11 11:30,,615-292-1024,,,,,,923 East Clayton Ave,,Nashville,TN,37204,United States,,Henry Kincherlow 923 East Clayton Ave Nashville TN 37204,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Henry,Kincherlow,11/11/11, 
1425,2300,1464,Daniel E Bender,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/14/11 16:46,10/14/11 16:46,,423-762-1117,,,,,,466 Harris Lane,,Ringgold,GA,30736,United States,,Daniel E Bender 466 Harris Lane Ringgold GA 30736,,No,Net 30,Retail Price,Yes,,,0,0,,0,,No,No,Daniel,Bender,10/19/11, 
1426,2302,1466,Annie L Fowler,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/17/11 12:07,10/17/11 12:07,,706-506-9380,,,,,,94 Charlie St,,Summerville,GA,30747,United States,Annie L Fowler 94 Charlie St Summerville GA 30747,Annie L Fowler 94 Charlie St Summerville GA 30747,,No,Net 30,Retail Price,Yes,,,186.72,0,,186.72,141,Yes,No,Annie,Fowler,10/24/11, 
1427,2303,1467,Shirley A Goins,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/17/11 14:45,10/17/11 14:45,,706-375-6657,,,,,,185 North Forest St,,Chickamauga,GA,30707,United States,Shirley A Goins 185 North Forest St Chickamauga GA 30707,Shirley A Goins 185 North Forest St Chickamauga GA 30707,,No,Net 30,Retail Price,Yes,,,186.72,0,,186.72,95,Yes,No,Shirley,Goins,12/9/11, 
1428,2304,1468,Irene Hale,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/17/11 15:19,10/17/11 15:19,,770-971-1423,,,,,,12 Bermuda Dr,,Marietta,GA,30067,United States,Irene Hale 12 Bermuda Dr Marietta GA 30067,Irene Hale 12 Bermuda Dr Marietta GA 30067,,No,Net 30,Retail Price,Yes,,,0,0,,0,,No,No,Irene,Hale,, 
1429,2305,1469,Donna Miller,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/17/11 18:15,10/17/11 18:15,,423-475-4732,,,,,,114 N. Liner Street,,Rossville,GA,30741,United States,Donna Miller 114 N. Liner Street Rossville GA 30741,Donna Miller 114 N. Liner Street Rossville GA 30741,,No,Net 30,Retail Price,Yes,,,0,0,,0,,No,No,Donna,Miller,10/24/11, 
1430,2306,1470,Eugene Okamoto,,Patient,,Yes,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,10/18/11 11:13,10/18/11 11:18,,615-738-8488,,,,,,1828 Ivy Crest Drive,,Brentwood,TN,37027,United States,,Eugene Okamoto 1828 Ivy Crest Drive Brentwood TN 37027,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Eugene,Okamoto,11/18/11, 
1431,2307,1471,Judy Bryan,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/18/11 12:04,10/18/11 12:04,,423-315-4438,,,,,,1114 Edgewood Drive NW,,Cleveland,TN,37312,United States,Judy Bryan 1114 Edgewood Drive NW Cleveland TN 37312,Judy Bryan 1114 Edgewood Drive NW Cleveland TN 37312,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Judy,Bryan,10/18/11, 
1432,2310,1474,Quintessa Leonard,,Patient,,Yes,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,10/18/11 16:21,10/18/11 17:18,,615-438-0931,,,,,,921 Allen Road,,Nashville,TN,37214,United States,,Quintessa Leonard 921 Allen Road Nashville TN 37214,,No,Net 30,List Price,Yes,TN_HAMILTON CO,,311.01,0,,311.01,123,Yes,No,Quintessa,Leonard,11/11/11, 
1433,2311,1475,Cynthia Willett,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/18/11 18:14,10/18/11 18:14,,706-858-1427,,,,,,2551 Burning Bush Rd,,Ringgold,GA,30736,United States,Cynthia  Willett 2551 Burning Bush Rd Ringgold GA 30736,Cynthia  Willett 2551 Burning Bush Rd Ringgold GA 30736,,No,Net 30,Retail Price,Yes,,,762.09,0,,762.09,146,Yes,No,Cynthia,Willett,10/19/11, 
1434,2312,1476,Jeffery Bearden,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/19/11 11:29,10/19/11 11:29,,423-260-7483,,,,,,PO Box 444,,Jasper,TN,37347,United States,,Jeffery Bearden PO Box 444 Jasper TN 37347,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Jeffery,Bearden,10/19/11, 
1435,2314,1478,Monique Samuels,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/19/11 13:37,10/19/11 13:37,,404-493-1733,,,,,,1728 Christiana Dr,,Lawrenceville,GA,30043,United States,,Monique Samuels 1728 Christiana Dr Lawrenceville GA 30043,,No,,,Yes,,,724.46,0,,724.46,74,Yes,No,Monique,Samuels,12/30/11, 
1436,2315,1479,Frankie R Slatton,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/19/11 14:54,10/19/11 14:54,,423-942-4995,,,,,,322 Loop Rd,,Jasper,TN,37347,United States,,Frankie R Slatton 322 Loop Rd Jasper TN 37347,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Frankie,Slatton,10/19/11, ,,,
1437,2316,1480,Dorothy E Laughton,,Patient,,Yes,Siskin,CUSTOMER-Closed Won,,,,,,,10/19/11 15:55,1/16/12 15:53,,423-365-2741,,,,,,144 Glenn Lane,,Spring City,TN,37381,United States,Siskin/ Angie Dorothy E Laughton One Siskin Plaza Chattanooga TN 37403,Dorothy E Laughton 144 Glenn Lane Spring City TN 37381,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Dorothy,Laughton,10/19/11, ,,,
1438,2317,1481,Paula Tarullo,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/19/11 16:43,10/19/11 16:43,,502-693-1402,,,,,,3720 Old Klerner Lane,,New Albany,IN,47150,United States,Paula Tarullo 3720 Old Klerner Lane New Albany IN 47150,Paula Tarullo 3720 Old Klerner Lane New Albany IN 47150,,No,,Tru-Blu Price,Yes,,,0,0,,0,,No,No,Paula,Tarullo,10/19/11, ,,,
1439,2318,1482,Cathy Ashby,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/19/11 17:33,10/27/11 11:54,,423-531-9815,,,,,,P O Box 1860,,Waterloo,IA,50704,United States,Cathy Ashby 1852 Avakian Drive Chattanooga TN 37421,Homelink RE: Cathy Ashby P O Box 1860 Waterloo IA 50704,,No,Net 30,Retail Price,Yes,,,0,0,,0,,No,No,Cathy,Ashby,10/31/11, ,,,
1440,2320,1483,Anna Higgins,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,10/20/11 12:34,10/20/11 12:34,,423-939-0150,,,,,,454 West Francis Spring Road,,Whitwell,TN,37397,United States,Anna Higgins 454 West Francis Spring Road Whitwell TN 37397,Anna Higgins 454 West Francis Spring Road Whitwell TN 37397,,No,,,Yes,TN_HAMILTON CO,,90,0,,90,91,Yes,No,Anna,Higgins,12/13/11, ,,,Delivered by Bo Hughes
1441,2322,1485,Kellie Grace,,Patient,,Yes,"Hughes, Bo",CUSTOMER-Closed Won,,,,,,,10/20/11 15:52,10/20/11 15:58,,901-271-5348,,,,,,28 Northbrook,,Memphis,TN,38104,United States,,Kellie Grace 28 Northbrook Memphis TN 38104,,No,,,Yes,,,0,0,,0,,No,No,Kellie,Grace,12/30/11, ,,,
1442,2323,1486,Edward Dunlap,,Patient,,Yes,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,10/21/11 14:41,11/11/11 17:31,,615-228-3202,,,,,,3203 Cynthia Lane,,Nashville,TN,37207,United States,,Edward Dunlap 3203 Cynthia Lane Nashville TN 37207,,No,Net 30,List Price,Yes,TN_HAMILTON CO,,94.54,0,,94.54,120,Yes,No,Edward,Dunlap,11/14/11, ,,,
1443,2325,1487,Anna L Murray,,Patient,,Yes,"Hughes, Bo",CUSTOMER-Closed Won,,,,,,,10/21/11 17:18,10/21/11 17:18,,423-903-8867,,,,,,28 Harp Switch Road,,Chickamauga,GA,30707,United States,,Anna L Murray 28 Harp Switch Road Chickamauga GA 30707,,No,Net 30,List Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Anna,Murray,10/24/11, ,,,
